user_id,recency,frequency,monetary,avg_order_value,category_diversity,is_prime,avg_delivery_days,age,gender,city,loyalty_tier,age_group
USR02877,378,4,139450.49,34862.6225,3,0,4.0,26,Female,Kolkata,Platinum,25-34
USR01568,93,11,990696.9299999999,90063.35727272727,6,1,6.2727272727272725,23,Female,Bangalore,Bronze,18-24
USR04472,130,11,1046516.3099999999,95137.84636363636,6,1,5.818181818181818,52,Female,Bangalore,Gold,45-54
USR02844,230,8,931409.35,116426.16875,6,1,5.375,35,Other,Hyderabad,Bronze,35-44
USR02028,35,6,630492.99,105082.165,4,0,5.0,42,Male,Hyderabad,Platinum,35-44
USR01603,298,5,612082.02,122416.40400000001,4,1,6.0,59,Other,Ahmedabad,Gold,55+
USR02898,217,9,762180.6399999999,84686.73777777777,7,1,4.222222222222222,22,Other,Hyderabad,Gold,18-24
USR01910,19,4,368337.78,92084.445,4,1,7.25,23,Female,Pune,Platinum,18-24
USR03975,0,7,402372.75,57481.82142857143,6,1,6.285714285714286,48,Other,Ahmedabad,Silver,45-54
USR04612,211,6,430275.62,71712.60333333333,5,1,3.6666666666666665,44,Female,Pune,Gold,35-44
USR00127,255,6,528747.74,88124.62333333334,3,1,5.333333333333333,62,Female,Hyderabad,Silver,55+
USR00687,188,5,242435.95,48487.19,3,0,6.4,23,Female,Pune,Silver,18-24
USR03016,153,5,387624.08999999997,77524.818,4,1,5.8,53,Male,Bangalore,Gold,45-54
USR01776,211,8,750288.71,93786.08875,5,0,6.0,24,Other,Mumbai,Bronze,18-24
USR03655,110,7,804943.43,114991.91857142858,5,1,6.857142857142857,57,Female,Mumbai,Bronze,55+
USR04380,335,5,831243.8699999999,166248.77399999998,3,0,5.8,44,Male,Lucknow,Silver,35-44
USR02629,163,5,630799.29,126159.85800000001,4,1,4.4,29,Female,Lucknow,Bronze,25-34
USR00808,156,8,765315.0800000001,95664.38500000001,5,1,6.75,52,Other,Mumbai,Bronze,45-54
USR03815,129,9,919237.8699999999,102137.5411111111,6,1,6.444444444444445,23,Male,Lucknow,Platinum,18-24
USR00649,390,6,678434.1399999999,113072.35666666664,4,0,4.5,42,Male,Bangalore,Bronze,35-44
USR01729,58,9,425149.18,47238.79777777778,7,1,5.333333333333333,21,Female,Ahmedabad,Platinum,18-24
USR01885,75,6,292307.55000000005,48717.92500000001,4,0,5.666666666666667,40,Female,Bangalore,Bronze,35-44
USR04305,461,3,204309.97,68103.32333333333,3,0,6.333333333333333,54,Other,Ahmedabad,Gold,45-54
USR00631,124,5,337176.06999999995,67435.21399999999,4,1,4.0,48,Male,Mumbai,Bronze,45-54
USR03621,161,9,1106998.55,122999.83888888889,6,1,6.0,39,Female,Chennai,Platinum,35-44
USR02074,25,9,643307.39,71478.5988888889,6,1,3.4444444444444446,27,Female,Mumbai,Silver,25-34
USR04201,180,6,868991.8,144831.96666666667,6,1,7.5,27,Other,Chennai,Gold,25-34
USR01716,603,3,373553.68,124517.89333333333,3,0,5.0,19,Female,Chennai,Silver,18-24
USR04997,31,6,554622.3700000001,92437.06166666669,5,0,5.666666666666667,29,Other,Bangalore,Platinum,25-34
USR00110,121,5,508553.53,101710.706,4,1,3.6,27,Male,Pune,Silver,25-34
USR02549,24,2,52378.78,26189.39,2,0,4.0,63,Male,Kolkata,Silver,55+
USR04180,55,10,798080.46,79808.046,5,1,5.5,26,Male,Mumbai,Silver,25-34
USR03428,22,10,779212.3099999999,77921.231,6,1,5.7,30,Other,Kolkata,Bronze,25-34
USR03630,306,7,487730.42,69675.77428571429,4,1,5.0,55,Female,Lucknow,Silver,55+
USR04115,42,8,1139435.3,142429.4125,5,1,7.5,40,Other,Lucknow,Gold,35-44
USR02726,116,7,588723.69,84103.38428571427,5,0,5.714285714285714,57,Other,Jaipur,Bronze,55+
USR04125,17,14,1409865.3900000001,100704.67071428572,7,1,7.428571428571429,21,Female,Ahmedabad,Bronze,18-24
USR03539,141,6,905348.29,150891.38166666668,4,0,6.5,22,Female,Jaipur,Bronze,18-24
USR00482,469,5,678216.17,135643.234,4,1,6.2,32,Female,Bangalore,Platinum,25-34
USR03356,369,5,625615.9199999999,125123.18399999998,4,0,6.8,60,Female,Hyderabad,Gold,55+
USR04772,85,8,927074.0,115884.25,6,0,6.5,24,Other,Ahmedabad,Bronze,18-24
USR00909,37,10,1403427.24,140342.724,4,0,4.2,29,Other,Lucknow,Bronze,25-34
USR03472,60,10,697472.3,69747.23000000001,8,0,4.0,59,Male,Delhi,Bronze,55+
USR00416,2,10,1427815.38,142781.538,7,1,5.3,19,Female,Hyderabad,Platinum,18-24
USR02857,488,2,127410.02,63705.01,2,1,8.0,44,Other,Ahmedabad,Silver,35-44
USR02659,397,7,394172.06999999995,56310.295714285705,4,1,4.142857142857143,33,Male,Pune,Bronze,25-34
USR00391,39,10,488629.1100000001,48862.91100000001,7,1,6.1,50,Other,Delhi,Gold,45-54
USR00874,146,7,1222256.05,174608.00714285715,5,1,4.428571428571429,36,Female,Bangalore,Bronze,35-44
USR04506,404,5,539959.2000000001,107991.84000000001,5,1,5.2,44,Other,Mumbai,Bronze,35-44
USR00411,111,10,739811.1699999999,73981.117,5,1,4.9,48,Male,Hyderabad,Gold,45-54
USR03951,288,14,1365919.5300000003,97565.68071428573,6,0,5.214285714285714,31,Female,Hyderabad,Silver,25-34
USR00996,83,9,1175297.2299999997,130588.58111111108,6,1,5.444444444444445,32,Male,Chennai,Gold,25-34
USR00096,33,7,1017363.6599999999,145337.66571428571,3,1,4.142857142857143,60,Male,Kolkata,Gold,55+
USR01186,57,8,460141.73,57517.71625,7,0,5.375,56,Female,Chennai,Silver,55+
USR04914,2,7,560809.36,80115.62285714285,5,1,6.857142857142857,24,Other,Delhi,Gold,18-24
USR02119,277,5,283922.0,56784.4,4,1,6.6,25,Male,Mumbai,Silver,25-34
USR02321,402,6,561522.21,93587.03499999999,3,1,5.833333333333333,24,Male,Kolkata,Platinum,18-24
USR03425,336,7,778912.56,111273.22285714287,5,1,8.0,25,Other,Jaipur,Platinum,25-34
USR04864,309,4,354828.54,88707.135,3,1,6.5,31,Male,Pune,Platinum,25-34
USR01846,966,2,205164.49,102582.245,2,1,3.5,30,Male,Pune,Gold,25-34
USR02227,27,15,1202706.7,80180.44666666667,8,1,4.866666666666666,31,Male,Ahmedabad,Platinum,25-34
USR02343,150,9,827461.36,91940.1511111111,6,1,5.333333333333333,20,Other,Jaipur,Gold,18-24
USR04873,24,9,1081643.27,120182.58555555556,5,0,5.666666666666667,32,Female,Mumbai,Gold,25-34
USR03256,16,3,399366.93000000005,133122.31000000003,2,1,3.3333333333333335,45,Other,Mumbai,Platinum,45-54
USR02225,130,8,484703.03,60587.87875,6,0,7.375,24,Female,Lucknow,Bronze,18-24
USR01646,7,6,552291.5,92048.58333333333,5,0,5.5,19,Male,Kolkata,Silver,18-24
USR01059,304,5,826329.27,165265.854,4,1,4.4,63,Male,Pune,Platinum,55+
USR04918,123,11,800346.41,72758.76454545454,6,0,5.7272727272727275,27,Male,Jaipur,Silver,25-34
USR04412,169,11,1091593.1400000001,99235.74,5,1,6.181818181818182,56,Male,Mumbai,Gold,55+
USR01495,46,6,730663.2400000001,121777.20666666668,4,0,5.333333333333333,57,Other,Delhi,Bronze,55+
USR04401,111,8,901842.28,112730.285,6,1,5.75,36,Female,Kolkata,Platinum,35-44
USR00122,12,10,817948.8,81794.88,6,0,4.3,39,Female,Kolkata,Platinum,35-44
USR00824,139,6,485414.1599999999,80902.35999999999,3,0,5.166666666666667,26,Other,Bangalore,Gold,25-34
USR03460,171,6,318422.8,53070.46666666667,4,0,8.0,28,Other,Jaipur,Silver,25-34
USR04395,233,6,756187.33,126031.22166666666,4,1,6.0,49,Female,Kolkata,Silver,45-54
USR01534,2,7,395354.0,56479.142857142855,4,0,5.0,59,Male,Chennai,Silver,55+
USR01251,164,5,583430.7100000001,116686.14200000002,5,1,7.8,60,Other,Delhi,Platinum,55+
USR00385,103,6,714478.65,119079.77500000001,4,0,5.666666666666667,57,Other,Mumbai,Platinum,55+
USR00536,19,7,633030.4199999999,90432.91714285713,5,1,4.857142857142857,23,Other,Jaipur,Silver,18-24
USR03927,83,6,613274.24,102212.37333333334,5,0,5.0,60,Other,Bangalore,Silver,55+
USR01876,316,8,1305033.3,163129.1625,5,0,5.625,46,Other,Mumbai,Bronze,45-54
USR00123,73,10,593876.14,59387.614,5,0,6.3,23,Female,Mumbai,Bronze,18-24
USR01266,484,10,1069373.08,106937.308,6,0,4.6,30,Other,Pune,Gold,25-34
USR00737,472,7,573926.43,81989.49,4,1,5.428571428571429,52,Female,Lucknow,Silver,45-54
USR01651,6,8,996429.95,124553.74375,6,1,5.125,62,Other,Delhi,Platinum,55+
USR03641,255,6,749548.0599999999,124924.67666666665,4,1,6.666666666666667,18,Female,Pune,Bronze,18-24
USR01270,84,4,179960.65000000002,44990.162500000006,3,1,6.0,59,Female,Ahmedabad,Platinum,55+
USR00872,127,8,891325.26,111415.6575,6,1,4.75,65,Female,Chennai,Platinum,55+
USR04492,156,4,671093.8799999999,167773.46999999997,4,1,6.75,43,Female,Kolkata,Bronze,35-44
USR02373,44,6,468620.62,78103.43666666666,4,1,6.0,64,Male,Ahmedabad,Silver,55+
USR00299,6,10,813661.2,81366.12,5,1,5.2,55,Other,Mumbai,Platinum,55+
USR04116,189,10,1217068.42,121706.84199999999,5,1,5.0,32,Other,Delhi,Bronze,25-34
USR01430,225,7,790083.44,112869.06285714285,4,0,5.428571428571429,64,Female,Pune,Platinum,55+
USR01733,138,3,199164.37,66388.12333333334,2,1,8.0,46,Male,Jaipur,Silver,45-54
USR02364,35,8,497536.07,62192.00875,5,1,7.75,23,Male,Lucknow,Gold,18-24
USR04287,137,10,784063.67,78406.367,6,1,6.4,53,Female,Hyderabad,Silver,45-54
USR02660,442,6,364621.89,60770.315,2,1,7.666666666666667,27,Other,Jaipur,Gold,25-34
USR04304,233,6,433721.83,72286.97166666666,3,0,6.0,40,Female,Pune,Gold,35-44
USR02658,29,10,573622.9299999999,57362.29299999999,5,1,5.7,29,Female,Kolkata,Bronze,25-34
USR00456,117,5,448976.39,89795.278,4,1,5.4,54,Male,Mumbai,Silver,45-54
USR02213,31,7,565632.3200000001,80804.61714285715,5,0,6.0,61,Female,Kolkata,Bronze,55+
USR00364,0,10,1034201.3200000001,103420.13200000001,7,0,4.9,51,Female,Jaipur,Bronze,45-54
USR00132,52,7,795525.86,113646.55142857143,6,0,5.0,52,Female,Hyderabad,Bronze,45-54
USR04810,578,4,564583.02,141145.755,3,0,5.5,18,Female,Mumbai,Bronze,18-24
USR00639,345,7,314905.26000000007,44986.465714285725,5,1,4.428571428571429,37,Other,Bangalore,Bronze,35-44
USR04199,78,6,637804.41,106300.735,5,0,4.0,24,Other,Jaipur,Bronze,18-24
USR04639,406,5,420833.52,84166.704,3,0,5.2,34,Other,Chennai,Silver,25-34
USR02916,3,5,212461.13,42492.226,4,1,5.8,40,Other,Hyderabad,Gold,35-44
USR04081,6,9,775310.51,86145.61222222222,7,0,5.444444444444445,40,Male,Lucknow,Gold,35-44
USR02902,64,8,988528.6599999999,123566.08249999999,4,1,4.5,60,Female,Pune,Platinum,55+
USR02118,311,6,636430.45,106071.74166666665,4,1,4.833333333333333,56,Male,Pune,Platinum,55+
USR01412,53,7,858425.1599999999,122632.1657142857,5,0,5.428571428571429,25,Male,Hyderabad,Silver,25-34
USR01706,238,12,633985.8599999999,52832.15499999999,7,0,6.75,22,Male,Pune,Platinum,18-24
USR01333,77,8,661914.57,82739.32125,7,1,7.5,21,Female,Mumbai,Platinum,18-24
USR04746,21,11,747486.65,67953.33181818182,5,1,6.181818181818182,48,Female,Delhi,Silver,45-54
USR04365,230,6,502174.97,83695.82833333332,4,1,4.666666666666667,54,Male,Chennai,Silver,45-54
USR04554,218,5,255468.15000000002,51093.630000000005,4,0,5.8,43,Male,Lucknow,Gold,35-44
USR02637,15,7,566400.5900000001,80914.37000000001,5,1,6.0,59,Other,Ahmedabad,Silver,55+
USR01810,10,7,1048506.29,149786.61285714287,6,0,6.285714285714286,27,Female,Chennai,Bronze,25-34
USR03125,307,8,493534.29,61691.78625,6,0,4.25,57,Female,Jaipur,Silver,55+
USR02621,129,7,482549.2,68935.6,5,1,6.571428571428571,61,Female,Bangalore,Gold,55+
USR03644,620,4,342034.03,85508.5075,4,0,7.0,52,Other,Bangalore,Platinum,45-54
USR01499,25,3,228584.06,76194.68666666666,3,1,4.0,38,Female,Ahmedabad,Platinum,35-44
USR00106,69,7,750986.8300000001,107283.83285714287,6,0,4.285714285714286,28,Other,Ahmedabad,Platinum,25-34
USR02259,6,6,477282.62,79547.10333333333,3,1,7.166666666666667,35,Female,Ahmedabad,Silver,35-44
USR01454,176,4,636319.31,159079.8275,3,1,4.5,49,Female,Hyderabad,Silver,45-54
USR02201,18,7,433195.93000000005,61885.13285714287,5,0,5.571428571428571,56,Female,Mumbai,Gold,55+
USR01629,156,7,513069.92000000004,73295.70285714287,4,0,6.428571428571429,60,Other,Lucknow,Platinum,55+
USR00527,154,10,761122.95,76112.295,7,1,6.3,29,Other,Lucknow,Platinum,25-34
USR03458,56,5,516308.42,103261.684,5,1,5.2,23,Female,Bangalore,Silver,18-24
USR01593,322,5,505054.68000000005,101010.93600000002,4,0,5.2,20,Female,Hyderabad,Platinum,18-24
USR00476,384,4,264675.4,66168.85,4,0,8.5,50,Female,Chennai,Gold,45-54
USR00864,0,10,787158.0200000001,78715.80200000001,5,0,6.9,40,Other,Ahmedabad,Platinum,35-44
USR03813,121,10,649817.2000000001,64981.72000000001,5,1,5.1,59,Other,Jaipur,Silver,55+
USR01267,105,5,263227.62,52645.524,4,1,2.6,27,Female,Bangalore,Silver,25-34
USR00312,118,4,345119.24,86279.81,3,1,5.5,29,Male,Hyderabad,Platinum,25-34
USR01362,36,11,1017121.8,92465.61818181818,6,0,6.454545454545454,50,Male,Delhi,Silver,45-54
USR00199,372,6,1199597.55,199932.92500000002,5,1,6.166666666666667,46,Male,Jaipur,Platinum,45-54
USR01335,17,5,225539.0,45107.8,4,1,7.0,65,Other,Chennai,Bronze,55+
USR03395,454,4,527555.71,131888.9275,2,0,8.0,47,Other,Pune,Gold,45-54
USR01673,19,8,916346.8599999999,114543.35749999998,5,1,7.125,21,Female,Mumbai,Silver,18-24
USR04999,22,8,870737.9700000001,108842.24625000001,6,0,6.625,50,Female,Jaipur,Platinum,45-54
USR02332,98,5,584129.9099999999,116825.98199999999,4,0,6.2,24,Female,Hyderabad,Platinum,18-24
USR01312,53,5,500154.85,100030.97,5,0,7.2,22,Female,Mumbai,Platinum,18-24
USR01699,159,8,996655.01,124581.87625,4,1,7.125,65,Male,Jaipur,Gold,55+
USR02229,0,6,633035.24,105505.87333333334,5,0,4.333333333333333,44,Other,Pune,Bronze,35-44
USR02100,63,9,1361997.54,151333.06,5,1,7.111111111111111,32,Female,Kolkata,Bronze,25-34
USR03447,163,8,737071.2799999999,92133.90999999999,5,1,5.375,36,Female,Bangalore,Bronze,35-44
USR00637,122,10,1045588.49,104558.849,4,1,6.0,62,Female,Chennai,Bronze,55+
USR00652,62,7,907783.3500000001,129683.33571428573,5,1,6.285714285714286,50,Other,Mumbai,Silver,45-54
USR04962,146,12,748870.5199999999,62405.876666666656,7,0,6.416666666666667,44,Male,Pune,Silver,35-44
USR03165,312,10,884903.87,88490.387,5,1,6.6,50,Male,Kolkata,Bronze,45-54
USR02228,316,9,1053988.25,117109.80555555556,5,0,5.0,30,Female,Delhi,Gold,25-34
USR03851,214,6,457705.04000000004,76284.17333333334,4,0,7.833333333333333,45,Male,Chennai,Gold,45-54
USR03498,282,8,747613.28,93451.66,5,1,4.875,42,Female,Lucknow,Silver,35-44
USR04215,7,10,1028602.2300000001,102860.22300000001,7,1,5.2,45,Male,Kolkata,Silver,45-54
USR02147,21,9,1477214.6199999999,164134.95777777777,5,0,5.666666666666667,21,Female,Hyderabad,Silver,18-24
USR01008,95,9,960193.2200000001,106688.13555555556,5,0,7.0,49,Female,Chennai,Platinum,45-54
USR02247,91,7,678102.57,96871.7957142857,5,1,5.714285714285714,25,Female,Lucknow,Bronze,25-34
USR01381,3,5,541823.88,108364.776,4,0,6.6,49,Male,Delhi,Bronze,45-54
USR03130,760,3,367315.07,122438.35666666667,3,1,7.666666666666667,31,Male,Kolkata,Bronze,25-34
USR04981,321,8,476851.2699999999,59606.40874999999,6,0,3.75,48,Other,Delhi,Gold,45-54
USR03345,67,7,618197.4500000001,88313.92142857144,4,1,5.571428571428571,57,Female,Kolkata,Gold,55+
USR00262,139,3,431476.88,143825.62666666668,3,1,5.666666666666667,53,Male,Lucknow,Gold,45-54
USR03241,120,6,284927.63,47487.93833333333,4,1,5.833333333333333,53,Male,Chennai,Silver,45-54
USR01286,182,4,205042.26,51260.565,3,0,3.5,34,Male,Lucknow,Gold,25-34
USR03674,138,5,518604.43,103720.886,4,0,5.8,33,Other,Hyderabad,Silver,25-34
USR02662,54,5,490606.79,98121.358,5,0,5.6,53,Other,Pune,Silver,45-54
USR03246,19,6,889699.89,148283.315,5,1,6.333333333333333,60,Female,Ahmedabad,Platinum,55+
USR01164,504,5,599471.2999999999,119894.25999999998,4,0,4.2,31,Male,Bangalore,Platinum,25-34
USR03207,218,9,597464.38,66384.93111111112,5,1,4.888888888888889,19,Male,Mumbai,Gold,18-24
USR04669,259,6,481340.28,80223.38,5,0,5.166666666666667,61,Male,Kolkata,Gold,55+
USR02226,140,7,702757.0599999999,100393.86571428571,4,0,4.0,50,Other,Mumbai,Gold,45-54
USR01854,24,12,1189477.25,99123.10416666667,6,1,5.25,30,Male,Bangalore,Platinum,25-34
USR01256,111,9,1302976.62,144775.18000000002,7,1,3.111111111111111,26,Other,Mumbai,Silver,25-34
USR02087,223,7,196252.91,28036.13,5,0,6.0,55,Other,Chennai,Silver,55+
USR02974,87,11,670663.36,60969.39636363636,7,0,5.2727272727272725,47,Other,Jaipur,Platinum,45-54
USR02389,98,10,1031799.9199999999,103179.992,7,1,4.6,63,Other,Pune,Bronze,55+
USR03194,76,4,322963.19999999995,80740.79999999999,3,1,6.5,45,Male,Lucknow,Gold,45-54
USR04618,212,8,837263.1300000001,104657.89125000002,6,0,4.25,42,Female,Mumbai,Silver,35-44
USR02407,124,9,663795.01,73755.00111111111,6,1,5.222222222222222,54,Other,Delhi,Gold,45-54
USR04759,102,6,1002173.23,167028.87166666667,5,1,4.833333333333333,32,Female,Lucknow,Gold,25-34
USR04061,71,7,636945.5,90992.21428571429,5,1,6.714285714285714,50,Male,Mumbai,Silver,45-54
USR00538,277,3,239971.16,79990.38666666667,3,1,5.666666666666667,37,Female,Ahmedabad,Silver,35-44
USR01504,87,8,692911.26,86613.9075,6,0,6.125,34,Female,Lucknow,Platinum,25-34
USR00814,631,6,331330.61,55221.76833333333,4,1,6.833333333333333,25,Male,Ahmedabad,Silver,25-34
USR01712,210,4,292723.57,73180.8925,4,1,4.5,65,Female,Delhi,Silver,55+
USR04286,230,7,472440.30999999994,67491.47285714284,6,0,5.571428571428571,55,Male,Lucknow,Gold,55+
USR04610,0,7,668503.7100000001,95500.53000000001,5,0,6.714285714285714,47,Male,Jaipur,Silver,45-54
USR03877,172,5,358310.02999999997,71662.006,5,0,5.0,55,Male,Jaipur,Bronze,55+
USR02089,106,3,401026.82999999996,133675.61,3,1,5.0,64,Female,Chennai,Silver,55+
USR02590,178,9,543194.09,60354.898888888885,5,0,6.777777777777778,22,Female,Jaipur,Silver,18-24
USR00038,300,4,327311.38,81827.845,4,1,6.75,18,Male,Mumbai,Silver,18-24
USR00066,124,5,683616.08,136723.216,4,0,6.2,34,Male,Delhi,Silver,25-34
USR02801,85,11,1166162.51,106014.77363636364,7,0,5.636363636363637,64,Other,Ahmedabad,Bronze,55+
USR00960,92,12,1312832.1099999999,109402.67583333333,5,1,4.416666666666667,30,Male,Mumbai,Bronze,25-34
USR03293,337,8,1046520.9500000001,130815.11875000001,6,0,7.25,63,Female,Ahmedabad,Silver,55+
USR04418,130,9,912716.2,101412.91111111111,7,0,5.777777777777778,45,Female,Delhi,Gold,45-54
USR02849,294,4,160200.36,40050.09,4,0,5.5,29,Other,Bangalore,Silver,25-34
USR01563,7,7,599478.03,85639.71857142857,4,1,7.285714285714286,30,Male,Pune,Gold,25-34
USR01365,168,6,667382.9,111230.48333333334,4,0,5.333333333333333,38,Male,Delhi,Silver,35-44
USR02496,210,8,713542.0000000001,89192.75000000001,6,1,5.25,26,Male,Pune,Bronze,25-34
USR01369,65,6,585027.24,97504.54,4,0,5.333333333333333,41,Male,Ahmedabad,Silver,35-44
USR04761,106,6,329199.16,54866.526666666665,6,0,6.333333333333333,52,Male,Pune,Platinum,45-54
USR02266,115,9,1218474.8800000001,135386.0977777778,6,0,6.333333333333333,56,Female,Pune,Silver,55+
USR01974,73,10,939482.8,93948.28,4,0,5.5,63,Other,Ahmedabad,Silver,55+
USR02096,60,9,612177.52,68019.72444444445,6,0,5.0,46,Other,Pune,Platinum,45-54
USR03317,24,6,759160.24,126526.70666666667,4,1,5.0,53,Female,Bangalore,Silver,45-54
USR03578,15,11,866472.5,78770.22727272728,6,1,6.0,64,Male,Hyderabad,Silver,55+
USR03783,128,7,376732.35000000003,53818.90714285715,6,0,3.857142857142857,59,Female,Bangalore,Bronze,55+
USR04463,23,4,562939.53,140734.8825,4,0,6.0,49,Female,Delhi,Bronze,45-54
USR03383,351,8,861246.2699999999,107655.78374999999,5,0,6.125,56,Male,Kolkata,Bronze,55+
USR01113,73,5,693777.4199999999,138755.484,4,0,5.0,25,Male,Lucknow,Bronze,25-34
USR01139,19,12,882084.96,73507.08,7,0,6.416666666666667,50,Other,Delhi,Gold,45-54
USR04664,85,6,762184.05,127030.675,3,0,4.666666666666667,65,Female,Ahmedabad,Silver,55+
USR02876,69,4,139333.99,34833.4975,3,0,6.25,32,Female,Delhi,Bronze,25-34
USR00082,13,6,468579.36,78096.56,4,0,5.666666666666667,43,Female,Kolkata,Bronze,35-44
USR03365,505,4,450911.05000000005,112727.76250000001,3,1,6.75,23,Male,Bangalore,Platinum,18-24
USR01135,41,5,489510.39,97902.07800000001,4,0,7.2,28,Male,Kolkata,Silver,25-34
USR01001,610,5,461590.5,92318.1,3,1,4.4,21,Other,Pune,Platinum,18-24
USR01648,110,8,428895.18,53611.8975,5,0,5.5,56,Other,Ahmedabad,Silver,55+
USR03078,151,9,1114618.06,123846.45111111112,7,1,5.333333333333333,57,Male,Mumbai,Silver,55+
USR02023,29,7,441775.69999999995,63110.81428571428,5,1,6.0,35,Male,Chennai,Gold,35-44
USR01613,38,6,230786.64,38464.44,4,0,7.5,58,Female,Delhi,Bronze,55+
USR04889,695,3,364118.61,121372.87,3,0,7.666666666666667,39,Other,Mumbai,Silver,35-44
USR00776,249,7,555096.6000000001,79299.5142857143,4,1,5.0,59,Other,Kolkata,Silver,55+
USR01743,39,5,338770.02,67754.004,4,0,6.2,60,Female,Hyderabad,Silver,55+
USR04235,151,10,458246.43,45824.643,6,0,4.6,59,Other,Mumbai,Platinum,55+
USR03737,94,7,468966.78,66995.25428571428,5,1,5.857142857142857,35,Male,Delhi,Gold,35-44
USR01370,134,6,590948.5900000001,98491.43166666669,4,1,4.666666666666667,35,Male,Hyderabad,Silver,35-44
USR04586,31,7,839847.79,119978.25571428573,4,1,5.285714285714286,20,Female,Hyderabad,Bronze,18-24
USR04632,70,6,624108.46,104018.07666666666,4,0,5.333333333333333,33,Other,Delhi,Bronze,25-34
USR04517,5,10,872227.52,87222.75200000001,7,0,6.0,34,Female,Kolkata,Platinum,25-34
USR00573,7,7,729058.74,104151.24857142857,6,0,4.857142857142857,34,Other,Ahmedabad,Gold,25-34
USR04878,63,12,664118.2100000001,55343.18416666667,8,0,5.75,46,Other,Mumbai,Platinum,45-54
USR00389,211,4,386616.62000000005,96654.15500000001,4,0,5.25,39,Other,Bangalore,Gold,35-44
USR02133,375,6,238762.28,39793.71333333333,5,0,4.0,45,Other,Hyderabad,Silver,45-54
USR01318,70,7,641089.11,91584.15857142858,5,1,4.571428571428571,22,Other,Kolkata,Platinum,18-24
USR01277,604,4,424766.29,106191.5725,3,1,4.25,51,Male,Jaipur,Bronze,45-54
USR03352,43,4,229833.94,57458.485,3,1,3.5,44,Male,Pune,Gold,35-44
USR00762,116,5,392146.14,78429.228,4,1,4.6,35,Female,Ahmedabad,Platinum,35-44
USR01173,67,9,1406521.92,156280.21333333332,5,1,6.555555555555555,59,Female,Delhi,Bronze,55+
USR02312,179,8,250712.90000000002,31339.112500000003,4,0,6.25,31,Male,Pune,Platinum,25-34
USR01551,181,5,270690.76,54138.152,4,1,6.0,37,Male,Chennai,Gold,35-44
USR01840,479,6,600658.2200000001,100109.70333333335,5,0,3.0,54,Male,Bangalore,Silver,45-54
USR00488,283,6,241774.02,40295.67,3,1,6.166666666666667,31,Female,Kolkata,Bronze,25-34
USR00547,106,5,343359.75,68671.95,3,0,6.2,54,Male,Hyderabad,Platinum,45-54
USR01405,134,7,332030.58999999997,47432.94142857142,5,0,6.428571428571429,22,Male,Chennai,Gold,18-24
USR04839,27,16,2028396.94,126774.80875,6,1,6.0625,55,Other,Chennai,Silver,55+
USR01744,119,5,301799.3,60359.86,4,1,5.0,56,Female,Mumbai,Silver,55+
USR03977,108,10,905688.27,90568.827,8,0,6.2,18,Female,Ahmedabad,Silver,18-24
USR00156,207,6,344056.68,57342.78,5,1,5.166666666666667,21,Female,Ahmedabad,Bronze,18-24
USR02715,554,1,27874.4,27874.4,1,0,6.0,53,Other,Ahmedabad,Silver,45-54
USR01018,127,9,503780.96,55975.66222222222,7,1,5.888888888888889,19,Female,Delhi,Gold,18-24
USR02667,128,5,978437.0499999999,195687.40999999997,4,0,4.2,56,Male,Chennai,Gold,55+
USR00340,258,3,209341.66,69780.55333333333,2,0,3.0,65,Male,Hyderabad,Bronze,55+
USR01587,3,11,819163.27,74469.38818181818,7,0,5.7272727272727275,35,Other,Hyderabad,Platinum,35-44
USR03611,277,6,542644.19,90440.69833333332,5,0,5.833333333333333,30,Male,Jaipur,Silver,25-34
USR02503,240,4,281349.04000000004,70337.26000000001,3,0,7.25,18,Other,Lucknow,Gold,18-24
USR00501,139,7,793399.52,113342.78857142858,4,1,6.142857142857143,29,Other,Mumbai,Bronze,25-34
USR00942,93,10,1052071.53,105207.153,6,0,3.4,48,Male,Lucknow,Silver,45-54
USR00275,0,7,703370.4,100481.48571428572,4,0,6.428571428571429,44,Female,Chennai,Bronze,35-44
USR02893,92,7,454173.3,64881.9,5,1,5.142857142857143,64,Other,Lucknow,Silver,55+
USR02106,345,7,1137210.12,162458.58857142858,6,1,4.571428571428571,44,Other,Kolkata,Gold,35-44
USR01192,169,3,283755.44999999995,94585.14999999998,2,0,6.333333333333333,28,Other,Kolkata,Silver,25-34
USR04003,54,10,730933.0900000001,73093.30900000001,6,0,5.8,45,Male,Jaipur,Silver,45-54
USR02714,202,5,508728.75,101745.75,4,0,3.8,54,Female,Pune,Bronze,45-54
USR03242,55,8,1079405.49,134925.68625,4,0,6.625,37,Male,Pune,Bronze,35-44
USR02720,526,3,510074.05,170024.68333333332,2,0,4.666666666666667,41,Other,Delhi,Gold,35-44
USR02604,138,4,799051.52,199762.88,2,1,5.0,51,Male,Lucknow,Silver,45-54
USR03553,61,7,904025.5099999999,129146.50142857141,5,0,6.428571428571429,58,Female,Delhi,Gold,55+
USR03102,89,9,1080049.53,120005.50333333334,5,1,5.333333333333333,27,Other,Bangalore,Silver,25-34
USR03373,239,7,678940.28,96991.46857142857,3,1,6.285714285714286,27,Other,Pune,Platinum,25-34
USR04317,98,8,632326.2400000001,79040.78000000001,5,0,5.5,54,Other,Pune,Silver,45-54
