review_id,product_id,user_id,rating,review_text,review_date,helpful_votes,category
REV000950,PRD0125,USR02666,3,Okay product. Average quality.,2024-10-04,87,Books
REV000951,PRD0198,USR01618,4,Best purchase I made this year.,2025-11-17,18,Home & Kitchen
REV000952,PRD0440,USR02875,1,Defective item received. No proper support.,2025-08-01,111,Books
REV000953,PRD0108,USR00691,3,Decent. Could be better for the price.,2024-08-09,169,Books
REV000954,PRD0269,USR04962,4,Best purchase I made this year.,2024-06-07,46,Electronics
REV000955,PRD0010,USR03646,5,Works perfectly. Exactly as described.,2024-09-10,39,Books
REV000956,PRD0265,USR03013,4,Very fast delivery and great quality.,2026-02-24,154,Books
REV000957,PRD0151,USR03635,5,Very fast delivery and great quality.,2025-08-22,20,Electronics
REV000958,PRD0284,USR00630,4,Excellent product! Highly recommended.,2024-05-02,56,Home & Kitchen
REV000959,PRD0210,USR02430,5,Excellent product! Highly recommended.,2025-01-09,68,Sports
REV000960,PRD0232,USR02841,5,Amazing value for money. Love it!,2024-06-06,104,Grocery
REV000961,PRD0471,USR00500,5,Amazing value for money. Love it!,2024-05-24,119,Grocery
REV000962,PRD0163,USR03313,4,Very fast delivery and great quality.,2024-07-20,140,Toys
REV000963,PRD0456,USR02558,4,Top quality. Will buy again.,2024-09-18,57,Electronics
REV000964,PRD0218,USR02028,3,Decent. Could be better for the price.,2025-08-27,136,Electronics
REV000965,PRD0368,USR03420,2,Very disappointed. Not as shown in pictures.,2025-09-09,196,Beauty
REV000966,PRD0468,USR03376,5,Excellent product! Highly recommended.,2025-07-20,55,Home & Kitchen
REV000967,PRD0413,USR02204,4,Works perfectly. Exactly as described.,2024-05-26,149,Fashion
REV000968,PRD0005,USR00039,4,Top quality. Will buy again.,2025-10-06,73,Toys
REV000969,PRD0148,USR04163,1,Worst product ever. Do not buy.,2024-12-01,175,Sports
REV000970,PRD0487,USR04805,3,Nothing special but works fine.,2025-02-28,176,Sports
REV000971,PRD0083,USR00225,5,Best purchase I made this year.,2024-05-05,145,Toys
REV000972,PRD0144,USR01444,5,Best purchase I made this year.,2025-05-07,91,Books
REV000973,PRD0215,USR00803,2,Very disappointed. Not as shown in pictures.,2025-10-31,178,Books
REV000974,PRD0389,USR02066,4,Excellent product! Highly recommended.,2025-01-29,114,Toys
REV000975,PRD0260,USR02633,5,Works perfectly. Exactly as described.,2025-02-07,107,Sports
REV000976,PRD0416,USR02588,4,Very fast delivery and great quality.,2025-07-23,53,Electronics
REV000977,PRD0231,USR01578,5,Best purchase I made this year.,2025-11-06,78,Toys
REV000978,PRD0029,USR01102,4,Best purchase I made this year.,2024-07-10,43,Fashion
REV000979,PRD0435,USR00879,3,Decent. Could be better for the price.,2024-11-19,44,Toys
REV000980,PRD0015,USR02705,3,Average experience. Delivery was okay.,2025-09-09,66,Fashion
REV000981,PRD0170,USR00380,3,Nothing special but works fine.,2025-06-01,89,Beauty
REV000982,PRD0194,USR02265,5,Very fast delivery and great quality.,2024-09-17,42,Grocery
REV000983,PRD0260,USR03529,5,Best purchase I made this year.,2024-11-23,152,Sports
REV000984,PRD0396,USR01350,5,Amazing value for money. Love it!,2025-12-31,105,Sports
REV000985,PRD0329,USR03504,5,Amazing value for money. Love it!,2024-04-10,121,Electronics
REV000986,PRD0432,USR02162,2,Fake product. Totally different from description.,2025-06-24,157,Grocery
REV000987,PRD0371,USR02640,3,Nothing special but works fine.,2025-02-10,198,Electronics
REV000988,PRD0364,USR01958,4,Amazing value for money. Love it!,2025-10-08,75,Grocery
REV000989,PRD0102,USR04790,4,Amazing value for money. Love it!,2024-10-08,36,Beauty
REV000990,PRD0173,USR01395,5,Top quality. Will buy again.,2026-02-19,67,Toys
REV000991,PRD0021,USR01368,4,Works perfectly. Exactly as described.,2025-08-20,30,Toys
REV000992,PRD0300,USR00145,4,Very fast delivery and great quality.,2025-07-21,52,Fashion
REV000993,PRD0417,USR03273,1,Fake product. Totally different from description.,2025-06-26,196,Fashion
REV000994,PRD0095,USR01292,5,Works perfectly. Exactly as described.,2026-02-10,81,Fashion
REV000995,PRD0426,USR04194,5,Amazing value for money. Love it!,2024-04-27,154,Home & Kitchen
REV000996,PRD0097,USR02278,5,Excellent product! Highly recommended.,2024-12-04,145,Home & Kitchen
REV000997,PRD0369,USR00489,5,Excellent product! Highly recommended.,2025-09-13,129,Toys
REV000998,PRD0486,USR02885,4,Amazing value for money. Love it!,2026-02-17,157,Toys
REV000999,PRD0385,USR04570,5,Best purchase I made this year.,2024-11-24,23,Toys
REV001000,PRD0094,USR03917,3,Okay product. Average quality.,2024-08-20,0,Books
REV001001,PRD0320,USR01972,4,Best purchase I made this year.,2024-05-02,133,Grocery
REV001002,PRD0091,USR03835,5,Excellent product! Highly recommended.,2025-01-27,9,Beauty
REV001003,PRD0057,USR02823,4,Excellent product! Highly recommended.,2025-09-07,82,Beauty
REV001004,PRD0165,USR03318,5,Amazing value for money. Love it!,2024-09-29,88,Sports
REV001005,PRD0464,USR03013,3,Okay product. Average quality.,2025-04-14,157,Toys
REV001006,PRD0463,USR01935,2,Very disappointed. Not as shown in pictures.,2026-01-22,23,Books
REV001007,PRD0063,USR03879,5,Excellent product! Highly recommended.,2024-05-05,191,Sports
REV001008,PRD0433,USR00589,5,Amazing value for money. Love it!,2025-04-06,163,Grocery
REV001009,PRD0052,USR03789,2,Defective item received. No proper support.,2025-04-18,79,Beauty
REV001010,PRD0205,USR00706,1,Worst product ever. Do not buy.,2026-03-15,112,Sports
REV001011,PRD0155,USR00672,5,Top quality. Will buy again.,2024-04-22,196,Electronics
REV001012,PRD0453,USR01759,4,Amazing value for money. Love it!,2025-11-13,8,Electronics
REV001013,PRD0074,USR04949,5,Excellent product! Highly recommended.,2025-09-02,196,Home & Kitchen
REV001014,PRD0153,USR01829,5,Excellent product! Highly recommended.,2024-05-31,155,Beauty
REV001015,PRD0486,USR01793,5,Works perfectly. Exactly as described.,2025-01-20,113,Toys
REV001016,PRD0009,USR02430,5,Very fast delivery and great quality.,2025-01-07,109,Toys
REV001017,PRD0159,USR02174,1,Worst product ever. Do not buy.,2025-02-05,88,Electronics
REV001018,PRD0168,USR00138,4,Works perfectly. Exactly as described.,2025-02-16,38,Grocery
REV001019,PRD0302,USR01756,4,Amazing value for money. Love it!,2026-01-02,113,Fashion
REV001020,PRD0213,USR01355,5,Works perfectly. Exactly as described.,2025-04-07,171,Books
REV001021,PRD0359,USR03003,5,Excellent product! Highly recommended.,2024-06-22,89,Beauty
REV001022,PRD0219,USR02685,4,Amazing value for money. Love it!,2024-07-13,25,Sports
REV001023,PRD0322,USR04136,5,Works perfectly. Exactly as described.,2024-10-02,115,Grocery
REV001024,PRD0187,USR01019,5,Very fast delivery and great quality.,2025-07-15,67,Electronics
REV001025,PRD0439,USR02448,4,Amazing value for money. Love it!,2024-06-12,191,Toys
REV001026,PRD0336,USR02526,4,Amazing value for money. Love it!,2026-01-21,153,Grocery
REV001027,PRD0388,USR03747,2,Worst product ever. Do not buy.,2025-02-03,72,Beauty
REV001028,PRD0435,USR01692,5,Works perfectly. Exactly as described.,2024-11-19,153,Toys
REV001029,PRD0364,USR00210,5,Top quality. Will buy again.,2024-06-06,12,Grocery
REV001030,PRD0067,USR01995,5,Works perfectly. Exactly as described.,2024-08-05,9,Beauty
REV001031,PRD0441,USR04857,5,Works perfectly. Exactly as described.,2024-06-09,152,Books
REV001032,PRD0220,USR04679,5,Best purchase I made this year.,2026-01-22,52,Sports
REV001033,PRD0091,USR01616,4,Best purchase I made this year.,2025-01-13,63,Beauty
REV001034,PRD0355,USR04971,1,Very disappointed. Not as shown in pictures.,2024-08-03,189,Home & Kitchen
REV001035,PRD0246,USR01846,3,Okay product. Average quality.,2025-02-03,106,Books
REV001036,PRD0074,USR00209,5,Very fast delivery and great quality.,2024-08-16,121,Home & Kitchen
REV001037,PRD0259,USR00823,5,Amazing value for money. Love it!,2025-07-11,98,Fashion
REV001038,PRD0252,USR02698,1,Worst product ever. Do not buy.,2024-11-02,110,Home & Kitchen
REV001039,PRD0128,USR00144,1,Pathetic quality. Waste of money.,2025-03-06,145,Home & Kitchen
REV001040,PRD0389,USR00924,5,Excellent product! Highly recommended.,2024-06-11,136,Toys
REV001041,PRD0023,USR03565,1,Pathetic quality. Waste of money.,2025-11-06,12,Beauty
REV001042,PRD0312,USR00045,4,Top quality. Will buy again.,2025-06-13,145,Grocery
REV001043,PRD0207,USR01234,2,Product stopped working after 2 days.,2025-08-21,138,Electronics
REV001044,PRD0192,USR00736,5,Works perfectly. Exactly as described.,2025-09-25,104,Sports
REV001045,PRD0149,USR02402,5,Excellent product! Highly recommended.,2025-12-31,92,Grocery
REV001046,PRD0438,USR04037,3,Decent. Could be better for the price.,2025-03-30,64,Beauty
REV001047,PRD0055,USR03395,5,Best purchase I made this year.,2024-04-26,10,Toys
REV001048,PRD0479,USR02612,4,Excellent product! Highly recommended.,2024-06-03,37,Books
REV001049,PRD0014,USR00921,3,Nothing special but works fine.,2024-09-10,111,Sports
REV001050,PRD0276,USR02524,5,Works perfectly. Exactly as described.,2024-08-30,75,Toys
REV001051,PRD0018,USR04102,3,Okay product. Average quality.,2024-10-05,135,Home & Kitchen
REV001052,PRD0147,USR04573,5,Excellent product! Highly recommended.,2024-04-16,20,Home & Kitchen
REV001053,PRD0121,USR00767,5,Amazing value for money. Love it!,2025-12-24,136,Electronics
REV001054,PRD0482,USR04296,4,Amazing value for money. Love it!,2024-09-20,189,Books
REV001055,PRD0090,USR02559,5,Top quality. Will buy again.,2025-03-24,196,Toys
REV001056,PRD0189,USR01186,3,Average experience. Delivery was okay.,2025-03-22,120,Beauty
REV001057,PRD0405,USR00614,4,Very fast delivery and great quality.,2025-06-18,169,Fashion
REV001058,PRD0290,USR02029,4,Amazing value for money. Love it!,2024-10-09,39,Electronics
REV001059,PRD0202,USR00154,4,Works perfectly. Exactly as described.,2024-07-05,173,Grocery
REV001060,PRD0484,USR02345,3,Average experience. Delivery was okay.,2024-10-28,166,Toys
REV001061,PRD0244,USR03548,4,Very fast delivery and great quality.,2025-11-18,20,Grocery
REV001062,PRD0362,USR01499,4,Excellent product! Highly recommended.,2025-02-03,117,Toys
REV001063,PRD0124,USR01486,2,Very disappointed. Not as shown in pictures.,2025-04-11,193,Home & Kitchen
REV001064,PRD0035,USR00241,3,Nothing special but works fine.,2025-11-12,68,Grocery
REV001065,PRD0433,USR01931,5,Top quality. Will buy again.,2026-03-09,149,Grocery
REV001066,PRD0051,USR03275,4,Excellent product! Highly recommended.,2026-02-12,95,Toys
REV001067,PRD0210,USR03285,5,Excellent product! Highly recommended.,2024-05-10,136,Sports
REV001068,PRD0492,USR02692,4,Top quality. Will buy again.,2024-08-24,22,Electronics
REV001069,PRD0055,USR02583,5,Excellent product! Highly recommended.,2025-05-12,188,Toys
REV001070,PRD0122,USR04624,5,Top quality. Will buy again.,2026-02-13,119,Grocery
REV001071,PRD0050,USR04640,3,Nothing special but works fine.,2024-05-07,102,Grocery
REV001072,PRD0147,USR04570,2,Product stopped working after 2 days.,2026-02-11,2,Home & Kitchen
REV001073,PRD0493,USR03914,5,Very fast delivery and great quality.,2024-11-01,130,Electronics
REV001074,PRD0069,USR00201,4,Works perfectly. Exactly as described.,2024-06-13,130,Fashion
REV001075,PRD0220,USR01148,5,Excellent product! Highly recommended.,2025-07-02,106,Sports
REV001076,PRD0133,USR02402,3,Average experience. Delivery was okay.,2025-03-01,86,Electronics
REV001077,PRD0470,USR02987,3,Average experience. Delivery was okay.,2024-12-24,45,Electronics
REV001078,PRD0106,USR00778,4,Excellent product! Highly recommended.,2025-12-03,29,Toys
REV001079,PRD0475,USR03322,5,Works perfectly. Exactly as described.,2024-11-20,8,Home & Kitchen
REV001080,PRD0216,USR02877,2,Fake product. Totally different from description.,2024-08-11,11,Sports
REV001081,PRD0124,USR02833,3,Okay product. Average quality.,2025-06-16,11,Home & Kitchen
REV001082,PRD0005,USR03667,5,Works perfectly. Exactly as described.,2025-06-22,36,Toys
REV001083,PRD0171,USR01102,1,Very disappointed. Not as shown in pictures.,2025-02-03,173,Grocery
REV001084,PRD0471,USR03421,4,Best purchase I made this year.,2025-09-08,39,Grocery
REV001085,PRD0491,USR04975,3,Okay product. Average quality.,2025-08-16,111,Sports
REV001086,PRD0263,USR04478,3,Decent. Could be better for the price.,2025-03-21,67,Sports
REV001087,PRD0218,USR03367,5,Very fast delivery and great quality.,2025-08-11,168,Electronics
REV001088,PRD0054,USR00842,4,Amazing value for money. Love it!,2024-04-10,125,Toys
REV001089,PRD0087,USR02633,1,Product stopped working after 2 days.,2024-09-12,188,Beauty
REV001090,PRD0227,USR03398,5,Best purchase I made this year.,2024-04-18,169,Home & Kitchen
REV001091,PRD0184,USR02856,5,Top quality. Will buy again.,2026-01-25,174,Beauty
REV001092,PRD0392,USR04426,5,Works perfectly. Exactly as described.,2025-06-05,60,Sports
REV001093,PRD0116,USR01842,5,Very fast delivery and great quality.,2025-09-18,180,Beauty
REV001094,PRD0280,USR01108,5,Excellent product! Highly recommended.,2024-09-20,117,Grocery
REV001095,PRD0275,USR03250,5,Amazing value for money. Love it!,2024-05-29,76,Beauty
REV001096,PRD0477,USR02611,1,Product stopped working after 2 days.,2025-04-24,188,Beauty
REV001097,PRD0486,USR02645,3,Average experience. Delivery was okay.,2024-09-05,181,Toys
REV001098,PRD0070,USR02044,1,Fake product. Totally different from description.,2026-01-06,43,Fashion
REV001099,PRD0137,USR01702,5,Top quality. Will buy again.,2025-10-22,98,Toys
REV001100,PRD0133,USR03894,4,Best purchase I made this year.,2024-10-01,137,Electronics
REV001101,PRD0084,USR04042,5,Excellent product! Highly recommended.,2024-06-07,7,Beauty
REV001102,PRD0171,USR01551,5,Top quality. Will buy again.,2025-09-04,33,Grocery
REV001103,PRD0413,USR04304,4,Excellent product! Highly recommended.,2024-12-18,90,Fashion
REV001104,PRD0469,USR03577,5,Works perfectly. Exactly as described.,2025-07-20,34,Grocery
REV001105,PRD0028,USR03742,4,Best purchase I made this year.,2024-10-05,19,Home & Kitchen
REV001106,PRD0362,USR03836,5,Very fast delivery and great quality.,2024-04-19,200,Toys
REV001107,PRD0409,USR02887,5,Very fast delivery and great quality.,2025-04-29,145,Electronics
REV001108,PRD0099,USR01408,4,Excellent product! Highly recommended.,2024-12-02,7,Home & Kitchen
REV001109,PRD0294,USR04407,1,Product stopped working after 2 days.,2024-07-19,105,Fashion
REV001110,PRD0438,USR03235,5,Top quality. Will buy again.,2025-11-19,198,Beauty
REV001111,PRD0494,USR03731,5,Excellent product! Highly recommended.,2024-08-27,68,Electronics
REV001112,PRD0041,USR02252,5,Amazing value for money. Love it!,2025-09-19,77,Home & Kitchen
REV001113,PRD0097,USR00215,2,Very disappointed. Not as shown in pictures.,2024-12-07,122,Home & Kitchen
REV001114,PRD0195,USR03596,4,Top quality. Will buy again.,2025-12-08,200,Electronics
REV001115,PRD0046,USR02459,4,Works perfectly. Exactly as described.,2025-01-16,81,Books
REV001116,PRD0102,USR02939,4,Top quality. Will buy again.,2025-03-18,7,Beauty
REV001117,PRD0228,USR00120,4,Works perfectly. Exactly as described.,2025-02-01,32,Toys
REV001118,PRD0034,USR04538,3,Average experience. Delivery was okay.,2024-10-11,112,Beauty
REV001119,PRD0125,USR02131,5,Best purchase I made this year.,2025-09-06,47,Books
REV001120,PRD0446,USR02948,4,Very fast delivery and great quality.,2024-10-12,55,Sports
REV001121,PRD0292,USR03642,1,Very disappointed. Not as shown in pictures.,2025-04-26,136,Sports
REV001122,PRD0492,USR00394,4,Best purchase I made this year.,2026-02-20,193,Electronics
REV001123,PRD0400,USR02547,2,Fake product. Totally different from description.,2024-06-12,88,Books
REV001124,PRD0201,USR03061,5,Works perfectly. Exactly as described.,2025-09-25,187,Toys
REV001125,PRD0452,USR04771,5,Top quality. Will buy again.,2024-11-06,77,Books
REV001126,PRD0189,USR00527,4,Amazing value for money. Love it!,2024-04-21,70,Beauty
REV001127,PRD0373,USR00217,3,Okay product. Average quality.,2025-12-29,100,Grocery
REV001128,PRD0147,USR03102,4,Amazing value for money. Love it!,2024-08-17,2,Home & Kitchen
REV001129,PRD0214,USR01871,1,Fake product. Totally different from description.,2025-08-11,2,Home & Kitchen
REV001130,PRD0401,USR01932,5,Amazing value for money. Love it!,2025-01-19,48,Toys
REV001131,PRD0107,USR02194,4,Top quality. Will buy again.,2024-06-11,192,Electronics
REV001132,PRD0328,USR03345,4,Top quality. Will buy again.,2024-05-03,65,Home & Kitchen
REV001133,PRD0336,USR00111,5,Very fast delivery and great quality.,2024-05-26,120,Grocery
REV001134,PRD0105,USR04563,4,Best purchase I made this year.,2024-05-27,70,Grocery
REV001135,PRD0201,USR03853,4,Very fast delivery and great quality.,2024-10-12,49,Toys
REV001136,PRD0337,USR02337,1,Worst product ever. Do not buy.,2025-11-28,124,Electronics
REV001137,PRD0121,USR02429,3,Okay product. Average quality.,2025-09-14,100,Electronics
REV001138,PRD0136,USR04830,5,Works perfectly. Exactly as described.,2024-10-05,78,Sports
REV001139,PRD0110,USR01646,5,Excellent product! Highly recommended.,2025-10-31,18,Fashion
REV001140,PRD0327,USR04552,5,Best purchase I made this year.,2024-04-08,119,Electronics
REV001141,PRD0385,USR04542,5,Very fast delivery and great quality.,2024-10-10,17,Toys
REV001142,PRD0322,USR02362,4,Amazing value for money. Love it!,2024-11-30,133,Grocery
REV001143,PRD0397,USR04019,5,Works perfectly. Exactly as described.,2025-08-19,178,Books
REV001144,PRD0019,USR03740,2,Defective item received. No proper support.,2025-05-15,29,Electronics
REV001145,PRD0080,USR03454,4,Best purchase I made this year.,2025-11-19,4,Electronics
REV001146,PRD0410,USR01166,3,Nothing special but works fine.,2025-02-18,198,Toys
REV001147,PRD0273,USR02750,3,Decent. Could be better for the price.,2025-02-08,21,Books
REV001148,PRD0179,USR03315,4,Best purchase I made this year.,2025-07-30,40,Toys
REV001149,PRD0195,USR04404,5,Excellent product! Highly recommended.,2024-04-08,182,Electronics
REV001150,PRD0300,USR03934,5,Works perfectly. Exactly as described.,2024-05-20,102,Fashion
REV001151,PRD0130,USR04713,5,Amazing value for money. Love it!,2024-11-22,195,Sports
REV001152,PRD0149,USR02790,4,Works perfectly. Exactly as described.,2024-05-02,198,Grocery
REV001153,PRD0333,USR01215,4,Excellent product! Highly recommended.,2024-09-09,138,Home & Kitchen
REV001154,PRD0122,USR02680,1,Worst product ever. Do not buy.,2025-08-25,148,Grocery
REV001155,PRD0016,USR01189,5,Works perfectly. Exactly as described.,2024-04-29,143,Sports
REV001156,PRD0248,USR01242,4,Top quality. Will buy again.,2025-02-08,20,Sports
REV001157,PRD0244,USR02967,4,Excellent product! Highly recommended.,2026-03-04,98,Grocery
REV001158,PRD0305,USR01631,5,Top quality. Will buy again.,2025-04-15,100,Sports
REV001159,PRD0245,USR00116,4,Very fast delivery and great quality.,2025-09-12,184,Beauty
REV001160,PRD0069,USR00289,5,Top quality. Will buy again.,2026-01-02,40,Fashion
REV001161,PRD0075,USR02574,3,Okay product. Average quality.,2024-11-29,147,Toys
REV001162,PRD0099,USR00532,5,Excellent product! Highly recommended.,2025-03-16,31,Home & Kitchen
REV001163,PRD0212,USR00960,4,Excellent product! Highly recommended.,2026-02-26,94,Books
REV001164,PRD0130,USR02790,5,Very fast delivery and great quality.,2026-02-24,162,Sports
REV001165,PRD0092,USR00647,3,Decent. Could be better for the price.,2024-08-30,176,Sports
REV001166,PRD0028,USR04176,4,Top quality. Will buy again.,2024-11-07,163,Home & Kitchen
REV001167,PRD0258,USR02363,3,Okay product. Average quality.,2024-05-21,34,Home & Kitchen
REV001168,PRD0034,USR00158,4,Very fast delivery and great quality.,2025-11-20,49,Beauty
REV001169,PRD0112,USR02252,5,Very fast delivery and great quality.,2025-02-14,68,Grocery
REV001170,PRD0299,USR01983,5,Excellent product! Highly recommended.,2026-02-10,196,Electronics
REV001171,PRD0309,USR03516,5,Top quality. Will buy again.,2026-03-30,49,Sports
REV001172,PRD0321,USR03658,5,Works perfectly. Exactly as described.,2026-01-14,17,Electronics
REV001173,PRD0481,USR02088,5,Very fast delivery and great quality.,2025-06-28,131,Sports
REV001174,PRD0179,USR01403,4,Very fast delivery and great quality.,2024-08-05,29,Toys
REV001175,PRD0046,USR04866,5,Excellent product! Highly recommended.,2025-04-28,97,Books
REV001176,PRD0179,USR04579,5,Excellent product! Highly recommended.,2024-12-09,79,Toys
REV001177,PRD0166,USR03696,4,Works perfectly. Exactly as described.,2025-06-17,72,Electronics
REV001178,PRD0414,USR01211,3,Decent. Could be better for the price.,2024-05-08,9,Toys
REV001179,PRD0330,USR04595,4,Top quality. Will buy again.,2026-02-15,24,Electronics
REV001180,PRD0179,USR00521,3,Average experience. Delivery was okay.,2024-10-07,44,Toys
REV001181,PRD0021,USR00169,5,Works perfectly. Exactly as described.,2025-05-11,160,Toys
REV001182,PRD0310,USR02893,5,Works perfectly. Exactly as described.,2024-05-18,133,Electronics
REV001183,PRD0363,USR01485,4,Excellent product! Highly recommended.,2024-08-07,30,Sports
REV001184,PRD0248,USR04776,3,Okay product. Average quality.,2026-01-07,70,Sports
REV001185,PRD0085,USR01167,4,Best purchase I made this year.,2025-05-21,82,Toys
REV001186,PRD0404,USR03374,3,Decent. Could be better for the price.,2025-09-13,167,Books
REV001187,PRD0052,USR00251,5,Works perfectly. Exactly as described.,2024-05-24,34,Beauty
REV001188,PRD0240,USR03332,1,Defective item received. No proper support.,2024-12-19,25,Sports
REV001189,PRD0114,USR02162,3,Average experience. Delivery was okay.,2026-01-08,11,Fashion
REV001190,PRD0277,USR03768,3,Decent. Could be better for the price.,2025-02-22,134,Home & Kitchen
REV001191,PRD0076,USR04974,4,Very fast delivery and great quality.,2026-03-24,27,Toys
REV001192,PRD0236,USR00230,5,Works perfectly. Exactly as described.,2025-07-02,145,Fashion
REV001193,PRD0157,USR03676,4,Excellent product! Highly recommended.,2024-12-17,172,Toys
REV001194,PRD0401,USR03872,5,Very fast delivery and great quality.,2025-07-17,159,Toys
REV001195,PRD0313,USR03932,5,Top quality. Will buy again.,2024-08-02,96,Fashion
REV001196,PRD0343,USR04202,3,Decent. Could be better for the price.,2024-06-05,102,Fashion
REV001197,PRD0162,USR04262,5,Works perfectly. Exactly as described.,2025-04-17,198,Grocery
REV001198,PRD0175,USR01192,4,Very fast delivery and great quality.,2025-02-27,174,Grocery
REV001199,PRD0214,USR01981,4,Best purchase I made this year.,2025-09-29,158,Home & Kitchen
REV001200,PRD0315,USR04835,4,Very fast delivery and great quality.,2025-07-07,176,Beauty
REV001201,PRD0490,USR00015,5,Top quality. Will buy again.,2025-02-26,110,Sports
REV001202,PRD0003,USR03063,1,Pathetic quality. Waste of money.,2025-06-12,75,Sports
REV001203,PRD0064,USR00812,2,Very disappointed. Not as shown in pictures.,2025-08-24,98,Electronics
REV001204,PRD0488,USR00218,5,Best purchase I made this year.,2025-06-15,107,Toys
REV001205,PRD0395,USR00603,5,Top quality. Will buy again.,2025-04-02,187,Home & Kitchen
REV001206,PRD0110,USR01291,5,Amazing value for money. Love it!,2024-05-03,116,Fashion
REV001207,PRD0311,USR03897,2,Very disappointed. Not as shown in pictures.,2025-09-14,49,Toys
REV001208,PRD0066,USR01182,4,Best purchase I made this year.,2024-12-18,170,Fashion
REV001209,PRD0049,USR04754,4,Amazing value for money. Love it!,2025-12-18,64,Books
REV001210,PRD0472,USR04347,1,Very disappointed. Not as shown in pictures.,2026-01-11,125,Fashion
REV001211,PRD0373,USR01113,3,Average experience. Delivery was okay.,2026-02-12,189,Grocery
REV001212,PRD0154,USR01571,4,Very fast delivery and great quality.,2025-05-20,142,Books
REV001213,PRD0385,USR03456,1,Worst product ever. Do not buy.,2024-05-08,119,Toys
REV001214,PRD0396,USR01412,4,Top quality. Will buy again.,2024-04-27,13,Sports
REV001215,PRD0418,USR03675,3,Average experience. Delivery was okay.,2024-11-13,45,Books
REV001216,PRD0367,USR03531,5,Excellent product! Highly recommended.,2024-11-20,102,Sports
REV001217,PRD0384,USR03217,5,Best purchase I made this year.,2024-05-03,122,Grocery
REV001218,PRD0028,USR01914,4,Very fast delivery and great quality.,2024-09-04,62,Home & Kitchen
REV001219,PRD0324,USR01712,5,Top quality. Will buy again.,2024-12-02,125,Sports
REV001220,PRD0338,USR02595,4,Best purchase I made this year.,2024-09-15,46,Beauty
REV001221,PRD0139,USR01973,5,Works perfectly. Exactly as described.,2026-01-31,137,Beauty
REV001222,PRD0205,USR01014,5,Amazing value for money. Love it!,2025-09-23,184,Sports
REV001223,PRD0486,USR02059,4,Amazing value for money. Love it!,2024-06-12,75,Toys
REV001224,PRD0446,USR02942,4,Excellent product! Highly recommended.,2025-01-25,49,Sports
REV001225,PRD0279,USR00794,4,Excellent product! Highly recommended.,2024-11-04,90,Toys
REV001226,PRD0478,USR04777,5,Best purchase I made this year.,2025-09-26,68,Home & Kitchen
REV001227,PRD0386,USR02905,1,Defective item received. No proper support.,2024-09-14,47,Sports
REV001228,PRD0130,USR03378,3,Average experience. Delivery was okay.,2025-10-24,58,Sports
REV001229,PRD0487,USR03133,4,Top quality. Will buy again.,2025-02-14,116,Sports
REV001230,PRD0134,USR00794,3,Okay product. Average quality.,2024-09-23,150,Beauty
REV001231,PRD0307,USR04398,5,Best purchase I made this year.,2025-04-09,95,Books
REV001232,PRD0102,USR00767,1,Defective item received. No proper support.,2025-02-22,71,Beauty
REV001233,PRD0253,USR04287,2,Defective item received. No proper support.,2025-10-02,148,Toys
REV001234,PRD0021,USR01282,2,Worst product ever. Do not buy.,2024-05-06,39,Toys
REV001235,PRD0335,USR02532,4,Very fast delivery and great quality.,2026-02-06,163,Grocery
REV001236,PRD0104,USR00265,4,Amazing value for money. Love it!,2026-02-11,80,Toys
REV001237,PRD0163,USR02550,4,Best purchase I made this year.,2026-03-25,176,Toys
REV001238,PRD0289,USR03672,5,Amazing value for money. Love it!,2025-12-16,51,Beauty
REV001239,PRD0063,USR04547,1,Defective item received. No proper support.,2025-11-02,42,Sports
REV001240,PRD0009,USR02582,4,Top quality. Will buy again.,2024-04-30,77,Toys
REV001241,PRD0493,USR00400,4,Works perfectly. Exactly as described.,2025-05-10,30,Electronics
REV001242,PRD0288,USR02355,5,Best purchase I made this year.,2024-06-07,182,Books
REV001243,PRD0364,USR04404,2,Product stopped working after 2 days.,2024-12-28,146,Grocery
REV001244,PRD0450,USR04515,4,Best purchase I made this year.,2026-01-15,20,Books
REV001245,PRD0493,USR04367,5,Amazing value for money. Love it!,2025-05-05,147,Electronics
REV001246,PRD0236,USR00628,4,Works perfectly. Exactly as described.,2025-04-29,37,Fashion
REV001247,PRD0355,USR00308,5,Top quality. Will buy again.,2025-03-04,68,Home & Kitchen
REV001248,PRD0090,USR01330,4,Excellent product! Highly recommended.,2024-08-26,67,Toys
REV001249,PRD0442,USR01545,5,Top quality. Will buy again.,2025-07-19,62,Home & Kitchen
REV001250,PRD0258,USR04651,4,Works perfectly. Exactly as described.,2025-12-29,88,Home & Kitchen
REV001251,PRD0004,USR04559,4,Amazing value for money. Love it!,2025-12-22,101,Toys
REV001252,PRD0136,USR03302,1,Defective item received. No proper support.,2025-04-30,41,Sports
REV001253,PRD0192,USR02646,4,Excellent product! Highly recommended.,2024-04-14,139,Sports
REV001254,PRD0342,USR02245,4,Top quality. Will buy again.,2026-03-04,5,Beauty
REV001255,PRD0496,USR03811,3,Okay product. Average quality.,2026-04-01,137,Beauty
REV001256,PRD0438,USR03794,1,Pathetic quality. Waste of money.,2026-02-07,57,Beauty
REV001257,PRD0215,USR01533,5,Top quality. Will buy again.,2024-10-02,185,Books
REV001258,PRD0170,USR00823,5,Very fast delivery and great quality.,2025-03-13,2,Beauty
