review_id,product_id,rating,review_text,sentiment_label,helpful_votes,review_length,category
REV003777,PRD0043,5,Excellent product! Highly recommended.,Positive,37,38,Home & Kitchen
REV003778,PRD0242,2,Worst product ever. Do not buy.,Negative,66,31,Sports
REV003779,PRD0234,4,Very fast delivery and great quality.,Positive,9,37,Sports
REV003780,PRD0444,1,Defective item received. No proper support.,Negative,56,43,Books
REV003781,PRD0147,4,Works perfectly. Exactly as described.,Positive,77,38,Home & Kitchen
REV003782,PRD0017,5,Amazing value for money. Love it!,Positive,14,33,Electronics
REV003783,PRD0158,3,Decent. Could be better for the price.,Neutral,59,38,Beauty
REV003784,PRD0263,2,Pathetic quality. Waste of money.,Negative,190,33,Sports
REV003785,PRD0207,5,Works perfectly. Exactly as described.,Positive,41,38,Electronics
REV003786,PRD0175,4,Top quality. Will buy again.,Positive,139,28,Grocery
REV003787,PRD0025,2,Pathetic quality. Waste of money.,Negative,118,33,Home & Kitchen
REV003788,PRD0235,4,Excellent product! Highly recommended.,Positive,127,38,Electronics
REV003789,PRD0239,5,Works perfectly. Exactly as described.,Positive,86,38,Beauty
REV003790,PRD0378,4,Very fast delivery and great quality.,Positive,190,37,Toys
REV003791,PRD0384,3,Decent. Could be better for the price.,Neutral,84,38,Grocery
REV003792,PRD0146,4,Works perfectly. Exactly as described.,Positive,150,38,Electronics
REV003793,PRD0356,4,Amazing value for money. Love it!,Positive,33,33,Home & Kitchen
REV003794,PRD0341,5,Amazing value for money. Love it!,Positive,46,33,Electronics
REV003795,PRD0413,4,Amazing value for money. Love it!,Positive,156,33,Fashion
REV003796,PRD0499,3,Average experience. Delivery was okay.,Neutral,157,38,Home & Kitchen
REV003797,PRD0119,4,Amazing value for money. Love it!,Positive,72,33,Home & Kitchen
REV003798,PRD0298,4,Top quality. Will buy again.,Positive,142,28,Books
REV003799,PRD0083,2,Worst product ever. Do not buy.,Negative,35,31,Toys
REV003800,PRD0422,1,Very disappointed. Not as shown in pictures.,Negative,159,44,Beauty
REV003801,PRD0354,3,Average experience. Delivery was okay.,Neutral,134,38,Toys
REV003802,PRD0261,4,Excellent product! Highly recommended.,Positive,81,38,Toys
REV003803,PRD0198,5,Very fast delivery and great quality.,Positive,141,37,Home & Kitchen
REV003804,PRD0071,5,Works perfectly. Exactly as described.,Positive,42,38,Books
REV003805,PRD0070,4,Works perfectly. Exactly as described.,Positive,172,38,Fashion
REV003806,PRD0255,3,Nothing special but works fine.,Neutral,35,31,Toys
REV003807,PRD0124,4,Amazing value for money. Love it!,Positive,178,33,Home & Kitchen
REV003808,PRD0456,1,Very disappointed. Not as shown in pictures.,Negative,186,44,Electronics
REV003809,PRD0370,3,Nothing special but works fine.,Neutral,95,31,Toys
REV003810,PRD0157,4,Excellent product! Highly recommended.,Positive,73,38,Toys
REV003811,PRD0315,4,Works perfectly. Exactly as described.,Positive,109,38,Beauty
REV003812,PRD0469,1,Fake product. Totally different from description.,Negative,132,49,Grocery
REV003813,PRD0302,3,Okay product. Average quality.,Neutral,166,30,Fashion
REV003814,PRD0069,3,Nothing special but works fine.,Neutral,108,31,Fashion
REV003815,PRD0308,4,Works perfectly. Exactly as described.,Positive,171,38,Fashion
REV003816,PRD0097,1,Worst product ever. Do not buy.,Negative,175,31,Home & Kitchen
REV003817,PRD0248,1,Pathetic quality. Waste of money.,Negative,163,33,Sports
REV003818,PRD0499,3,Decent. Could be better for the price.,Neutral,178,38,Home & Kitchen
REV003819,PRD0103,2,Product stopped working after 2 days.,Negative,3,37,Toys
REV003820,PRD0357,2,Pathetic quality. Waste of money.,Negative,18,33,Books
REV003821,PRD0269,5,Amazing value for money. Love it!,Positive,87,33,Electronics
REV003822,PRD0119,3,Okay product. Average quality.,Neutral,145,30,Home & Kitchen
REV003823,PRD0008,4,Very fast delivery and great quality.,Positive,112,37,Beauty
REV003824,PRD0247,3,Nothing special but works fine.,Neutral,48,31,Grocery
REV003825,PRD0084,3,Decent. Could be better for the price.,Neutral,157,38,Beauty
REV003826,PRD0252,4,Very fast delivery and great quality.,Positive,107,37,Home & Kitchen
REV003827,PRD0062,3,Nothing special but works fine.,Neutral,100,31,Fashion
REV003828,PRD0097,5,Top quality. Will buy again.,Positive,80,28,Home & Kitchen
REV003829,PRD0192,5,Very fast delivery and great quality.,Positive,87,37,Sports
REV003830,PRD0070,1,Pathetic quality. Waste of money.,Negative,193,33,Fashion
REV003831,PRD0018,4,Works perfectly. Exactly as described.,Positive,95,38,Home & Kitchen
REV003832,PRD0165,4,Best purchase I made this year.,Positive,97,31,Sports
REV003833,PRD0347,4,Amazing value for money. Love it!,Positive,30,33,Home & Kitchen
REV003834,PRD0184,4,Very fast delivery and great quality.,Positive,93,37,Beauty
REV003835,PRD0038,5,Top quality. Will buy again.,Positive,54,28,Toys
REV003836,PRD0345,4,Amazing value for money. Love it!,Positive,164,33,Toys
REV003837,PRD0453,5,Top quality. Will buy again.,Positive,168,28,Electronics
REV003838,PRD0449,5,Best purchase I made this year.,Positive,14,31,Home & Kitchen
REV003839,PRD0310,5,Amazing value for money. Love it!,Positive,199,33,Electronics
REV003840,PRD0150,5,Best purchase I made this year.,Positive,21,31,Grocery
REV003841,PRD0192,3,Decent. Could be better for the price.,Neutral,138,38,Sports
REV003842,PRD0471,3,Decent. Could be better for the price.,Neutral,164,38,Grocery
REV003843,PRD0420,5,Amazing value for money. Love it!,Positive,26,33,Grocery
REV003844,PRD0360,5,Best purchase I made this year.,Positive,150,31,Books
REV003845,PRD0433,5,Works perfectly. Exactly as described.,Positive,76,38,Grocery
REV003846,PRD0427,5,Amazing value for money. Love it!,Positive,176,33,Grocery
REV003847,PRD0348,3,Average experience. Delivery was okay.,Neutral,87,38,Grocery
REV003848,PRD0063,5,Best purchase I made this year.,Positive,176,31,Sports
REV003849,PRD0113,1,Worst product ever. Do not buy.,Negative,161,31,Beauty
REV003850,PRD0334,3,Okay product. Average quality.,Neutral,164,30,Books
REV003851,PRD0194,3,Decent. Could be better for the price.,Neutral,108,38,Grocery
REV003852,PRD0218,1,Fake product. Totally different from description.,Negative,195,49,Electronics
REV003853,PRD0109,5,Amazing value for money. Love it!,Positive,6,33,Beauty
REV003854,PRD0119,1,Defective item received. No proper support.,Negative,13,43,Home & Kitchen
REV003855,PRD0167,1,Very disappointed. Not as shown in pictures.,Negative,178,44,Sports
REV003856,PRD0277,4,Best purchase I made this year.,Positive,81,31,Home & Kitchen
REV003857,PRD0226,5,Very fast delivery and great quality.,Positive,87,37,Toys
REV003858,PRD0445,5,Best purchase I made this year.,Positive,107,31,Toys
REV003859,PRD0065,3,Nothing special but works fine.,Neutral,96,31,Books
REV003860,PRD0137,4,Works perfectly. Exactly as described.,Positive,141,38,Toys
REV003861,PRD0411,5,Top quality. Will buy again.,Positive,157,28,Electronics
REV003862,PRD0351,4,Excellent product! Highly recommended.,Positive,85,38,Grocery
REV003863,PRD0166,5,Excellent product! Highly recommended.,Positive,5,38,Electronics
REV003864,PRD0222,3,Nothing special but works fine.,Neutral,183,31,Fashion
REV003865,PRD0249,5,Very fast delivery and great quality.,Positive,49,37,Grocery
REV003866,PRD0254,4,Amazing value for money. Love it!,Positive,44,33,Home & Kitchen
REV003867,PRD0243,1,Pathetic quality. Waste of money.,Negative,183,33,Books
REV003868,PRD0158,4,Best purchase I made this year.,Positive,16,31,Beauty
REV003869,PRD0477,5,Works perfectly. Exactly as described.,Positive,61,38,Beauty
REV003870,PRD0394,5,Best purchase I made this year.,Positive,119,31,Books
REV003871,PRD0355,5,Very fast delivery and great quality.,Positive,75,37,Home & Kitchen
REV003872,PRD0203,1,Fake product. Totally different from description.,Negative,71,49,Beauty
REV003873,PRD0489,3,Nothing special but works fine.,Neutral,49,31,Home & Kitchen
REV003874,PRD0245,5,Works perfectly. Exactly as described.,Positive,90,38,Beauty
REV003875,PRD0490,5,Amazing value for money. Love it!,Positive,42,33,Sports
REV003876,PRD0201,4,Excellent product! Highly recommended.,Positive,74,38,Toys
REV003877,PRD0152,5,Amazing value for money. Love it!,Positive,197,33,Beauty
REV003878,PRD0030,5,Best purchase I made this year.,Positive,56,31,Beauty
REV003879,PRD0303,3,Decent. Could be better for the price.,Neutral,20,38,Home & Kitchen
REV003880,PRD0070,4,Top quality. Will buy again.,Positive,43,28,Fashion
REV003881,PRD0371,5,Best purchase I made this year.,Positive,61,31,Electronics
REV003882,PRD0466,5,Works perfectly. Exactly as described.,Positive,92,38,Toys
REV003883,PRD0361,5,Excellent product! Highly recommended.,Positive,113,38,Electronics
REV003884,PRD0065,4,Top quality. Will buy again.,Positive,131,28,Books
REV003885,PRD0284,5,Best purchase I made this year.,Positive,149,31,Home & Kitchen
REV003886,PRD0095,5,Excellent product! Highly recommended.,Positive,50,38,Fashion
REV003887,PRD0152,5,Works perfectly. Exactly as described.,Positive,195,38,Beauty
REV003888,PRD0326,4,Amazing value for money. Love it!,Positive,178,33,Fashion
REV003889,PRD0422,5,Top quality. Will buy again.,Positive,99,28,Beauty
REV003890,PRD0310,4,Excellent product! Highly recommended.,Positive,126,38,Electronics
REV003891,PRD0219,4,Very fast delivery and great quality.,Positive,61,37,Sports
REV003892,PRD0128,4,Amazing value for money. Love it!,Positive,87,33,Home & Kitchen
REV003893,PRD0042,2,Product stopped working after 2 days.,Negative,124,37,Toys
REV003894,PRD0070,4,Top quality. Will buy again.,Positive,114,28,Fashion
REV003895,PRD0377,2,Very disappointed. Not as shown in pictures.,Negative,185,44,Books
REV003896,PRD0064,1,Fake product. Totally different from description.,Negative,181,49,Electronics
REV003897,PRD0156,4,Best purchase I made this year.,Positive,177,31,Electronics
REV003898,PRD0221,5,Excellent product! Highly recommended.,Positive,87,38,Grocery
REV003899,PRD0115,4,Very fast delivery and great quality.,Positive,63,37,Toys
REV003900,PRD0202,3,Average experience. Delivery was okay.,Neutral,188,38,Grocery
REV003901,PRD0264,3,Nothing special but works fine.,Neutral,39,31,Toys
REV003902,PRD0311,4,Best purchase I made this year.,Positive,17,31,Toys
REV003903,PRD0102,4,Very fast delivery and great quality.,Positive,190,37,Beauty
REV003904,PRD0159,5,Amazing value for money. Love it!,Positive,22,33,Electronics
REV003905,PRD0103,2,Defective item received. No proper support.,Negative,175,43,Toys
REV003906,PRD0397,4,Best purchase I made this year.,Positive,8,31,Books
REV003907,PRD0041,3,Nothing special but works fine.,Neutral,95,31,Home & Kitchen
REV003908,PRD0407,5,Works perfectly. Exactly as described.,Positive,104,38,Fashion
REV003909,PRD0236,3,Nothing special but works fine.,Neutral,61,31,Fashion
REV003910,PRD0107,3,Average experience. Delivery was okay.,Neutral,126,38,Electronics
REV003911,PRD0405,5,Very fast delivery and great quality.,Positive,63,37,Fashion
REV003912,PRD0076,4,Best purchase I made this year.,Positive,153,31,Toys
REV003913,PRD0499,3,Okay product. Average quality.,Neutral,199,30,Home & Kitchen
REV003914,PRD0463,4,Amazing value for money. Love it!,Positive,6,33,Books
REV003915,PRD0083,2,Pathetic quality. Waste of money.,Negative,130,33,Toys
REV003916,PRD0230,5,Best purchase I made this year.,Positive,82,31,Books
REV003917,PRD0066,5,Very fast delivery and great quality.,Positive,95,37,Fashion
REV003918,PRD0231,4,Best purchase I made this year.,Positive,177,31,Toys
REV003919,PRD0493,2,Worst product ever. Do not buy.,Negative,86,31,Electronics
REV003920,PRD0008,4,Amazing value for money. Love it!,Positive,103,33,Beauty
REV003921,PRD0290,4,Excellent product! Highly recommended.,Positive,70,38,Electronics
REV003922,PRD0098,5,Top quality. Will buy again.,Positive,200,28,Beauty
REV003923,PRD0467,4,Works perfectly. Exactly as described.,Positive,64,38,Electronics
REV003924,PRD0277,4,Amazing value for money. Love it!,Positive,75,33,Home & Kitchen
REV003925,PRD0351,3,Nothing special but works fine.,Neutral,133,31,Grocery
REV003926,PRD0273,2,Fake product. Totally different from description.,Negative,165,49,Books
REV003927,PRD0251,1,Defective item received. No proper support.,Negative,109,43,Electronics
REV003928,PRD0191,4,Very fast delivery and great quality.,Positive,31,37,Fashion
REV003929,PRD0316,1,Very disappointed. Not as shown in pictures.,Negative,31,44,Sports
REV003930,PRD0264,5,Excellent product! Highly recommended.,Positive,66,38,Toys
REV003931,PRD0440,5,Best purchase I made this year.,Positive,184,31,Books
REV003932,PRD0256,5,Top quality. Will buy again.,Positive,32,28,Home & Kitchen
REV003933,PRD0034,3,Decent. Could be better for the price.,Neutral,44,38,Beauty
REV003934,PRD0101,4,Top quality. Will buy again.,Positive,5,28,Home & Kitchen
REV003935,PRD0251,1,Very disappointed. Not as shown in pictures.,Negative,113,44,Electronics
REV003936,PRD0015,5,Top quality. Will buy again.,Positive,35,28,Fashion
REV003937,PRD0257,4,Very fast delivery and great quality.,Positive,63,37,Home & Kitchen
REV003938,PRD0206,1,Fake product. Totally different from description.,Negative,6,49,Sports
REV003939,PRD0394,1,Fake product. Totally different from description.,Negative,140,49,Books
REV003940,PRD0393,2,Very disappointed. Not as shown in pictures.,Negative,106,44,Grocery
REV003941,PRD0026,5,Very fast delivery and great quality.,Positive,50,37,Electronics
REV003942,PRD0495,2,Worst product ever. Do not buy.,Negative,56,31,Electronics
REV003943,PRD0238,1,Very disappointed. Not as shown in pictures.,Negative,104,44,Toys
REV003944,PRD0406,5,Excellent product! Highly recommended.,Positive,151,38,Books
REV003945,PRD0305,5,Excellent product! Highly recommended.,Positive,33,38,Sports
REV003946,PRD0020,4,Excellent product! Highly recommended.,Positive,167,38,Books
REV003947,PRD0049,5,Works perfectly. Exactly as described.,Positive,170,38,Books
REV003948,PRD0128,5,Amazing value for money. Love it!,Positive,42,33,Home & Kitchen
REV003949,PRD0143,2,Very disappointed. Not as shown in pictures.,Negative,132,44,Books
REV003950,PRD0353,2,Very disappointed. Not as shown in pictures.,Negative,118,44,Home & Kitchen
REV003951,PRD0432,5,Very fast delivery and great quality.,Positive,130,37,Grocery
REV003952,PRD0193,5,Excellent product! Highly recommended.,Positive,39,38,Sports
REV003953,PRD0237,5,Best purchase I made this year.,Positive,134,31,Beauty
REV003954,PRD0440,4,Top quality. Will buy again.,Positive,148,28,Books
REV003955,PRD0316,5,Best purchase I made this year.,Positive,101,31,Sports
REV003956,PRD0055,1,Defective item received. No proper support.,Negative,171,43,Toys
REV003957,PRD0162,4,Works perfectly. Exactly as described.,Positive,107,38,Grocery
REV003958,PRD0056,5,Top quality. Will buy again.,Positive,146,28,Electronics
REV003959,PRD0028,3,Decent. Could be better for the price.,Neutral,74,38,Home & Kitchen
REV003960,PRD0200,5,Amazing value for money. Love it!,Positive,180,33,Grocery
REV003961,PRD0323,1,Pathetic quality. Waste of money.,Negative,108,33,Home & Kitchen
REV003962,PRD0346,4,Amazing value for money. Love it!,Positive,137,33,Grocery
REV003963,PRD0113,4,Amazing value for money. Love it!,Positive,68,33,Beauty
REV003964,PRD0167,3,Nothing special but works fine.,Neutral,50,31,Sports
REV003965,PRD0077,1,Fake product. Totally different from description.,Negative,73,49,Home & Kitchen
REV003966,PRD0385,3,Nothing special but works fine.,Neutral,143,31,Toys
REV003967,PRD0164,4,Top quality. Will buy again.,Positive,167,28,Fashion
REV003968,PRD0331,5,Amazing value for money. Love it!,Positive,100,33,Beauty
REV003969,PRD0421,4,Top quality. Will buy again.,Positive,126,28,Toys
REV003970,PRD0093,1,Fake product. Totally different from description.,Negative,150,49,Toys
REV003971,PRD0469,3,Nothing special but works fine.,Neutral,86,31,Grocery
REV003972,PRD0207,4,Best purchase I made this year.,Positive,187,31,Electronics
REV003973,PRD0386,4,Works perfectly. Exactly as described.,Positive,44,38,Sports
REV003974,PRD0407,2,Very disappointed. Not as shown in pictures.,Negative,158,44,Fashion
REV003975,PRD0192,4,Amazing value for money. Love it!,Positive,55,33,Sports
REV003976,PRD0379,1,Product stopped working after 2 days.,Negative,4,37,Fashion
REV003977,PRD0364,4,Amazing value for money. Love it!,Positive,11,33,Grocery
REV003978,PRD0084,5,Amazing value for money. Love it!,Positive,97,33,Beauty
REV003979,PRD0184,4,Best purchase I made this year.,Positive,165,31,Beauty
REV003980,PRD0314,4,Works perfectly. Exactly as described.,Positive,141,38,Sports
REV003981,PRD0078,5,Amazing value for money. Love it!,Positive,134,33,Toys
REV003982,PRD0173,5,Top quality. Will buy again.,Positive,164,28,Toys
REV003983,PRD0401,5,Works perfectly. Exactly as described.,Positive,102,38,Toys
REV003984,PRD0017,4,Amazing value for money. Love it!,Positive,122,33,Electronics
REV003985,PRD0287,1,Product stopped working after 2 days.,Negative,51,37,Sports
REV003986,PRD0362,4,Top quality. Will buy again.,Positive,85,28,Toys
REV003987,PRD0264,5,Excellent product! Highly recommended.,Positive,83,38,Toys
REV003988,PRD0406,2,Worst product ever. Do not buy.,Negative,63,31,Books
REV003989,PRD0336,5,Excellent product! Highly recommended.,Positive,164,38,Grocery
REV003990,PRD0260,4,Top quality. Will buy again.,Positive,29,28,Sports
REV003991,PRD0028,3,Nothing special but works fine.,Neutral,51,31,Home & Kitchen
REV003992,PRD0125,2,Pathetic quality. Waste of money.,Negative,52,33,Books
REV003993,PRD0148,4,Best purchase I made this year.,Positive,31,31,Sports
REV003994,PRD0460,4,Best purchase I made this year.,Positive,8,31,Sports
REV003995,PRD0086,1,Fake product. Totally different from description.,Negative,62,49,Beauty
REV003996,PRD0207,4,Excellent product! Highly recommended.,Positive,15,38,Electronics
REV003997,PRD0036,5,Best purchase I made this year.,Positive,22,31,Sports
REV003998,PRD0488,5,Amazing value for money. Love it!,Positive,16,33,Toys
REV003999,PRD0233,4,Best purchase I made this year.,Positive,61,31,Fashion
REV004000,PRD0443,2,Pathetic quality. Waste of money.,Negative,162,33,Toys
REV004001,PRD0247,3,Average experience. Delivery was okay.,Neutral,158,38,Grocery
REV004002,PRD0369,2,Very disappointed. Not as shown in pictures.,Negative,24,44,Toys
REV004003,PRD0476,4,Top quality. Will buy again.,Positive,199,28,Books
REV004004,PRD0074,4,Works perfectly. Exactly as described.,Positive,109,38,Home & Kitchen
REV004005,PRD0343,4,Amazing value for money. Love it!,Positive,140,33,Fashion
REV004006,PRD0492,5,Very fast delivery and great quality.,Positive,146,37,Electronics
REV004007,PRD0224,3,Average experience. Delivery was okay.,Neutral,87,38,Sports
REV004008,PRD0097,3,Decent. Could be better for the price.,Neutral,49,38,Home & Kitchen
REV004009,PRD0288,4,Very fast delivery and great quality.,Positive,198,37,Books
REV004010,PRD0288,4,Best purchase I made this year.,Positive,26,31,Books
REV004011,PRD0036,5,Top quality. Will buy again.,Positive,188,28,Sports
REV004012,PRD0085,4,Works perfectly. Exactly as described.,Positive,58,38,Toys
REV004013,PRD0305,4,Works perfectly. Exactly as described.,Positive,156,38,Sports
REV004014,PRD0052,5,Amazing value for money. Love it!,Positive,22,33,Beauty
REV004015,PRD0413,1,Very disappointed. Not as shown in pictures.,Negative,43,44,Fashion
REV004016,PRD0378,4,Very fast delivery and great quality.,Positive,72,37,Toys
REV004017,PRD0232,5,Amazing value for money. Love it!,Positive,189,33,Grocery
REV004018,PRD0394,5,Best purchase I made this year.,Positive,71,31,Books
REV004019,PRD0042,4,Amazing value for money. Love it!,Positive,79,33,Toys
REV004020,PRD0062,5,Amazing value for money. Love it!,Positive,58,33,Fashion
REV004021,PRD0304,4,Top quality. Will buy again.,Positive,116,28,Fashion
REV004022,PRD0472,4,Very fast delivery and great quality.,Positive,97,37,Fashion
REV004023,PRD0050,2,Product stopped working after 2 days.,Negative,200,37,Grocery
REV004024,PRD0404,2,Pathetic quality. Waste of money.,Negative,0,33,Books
REV004025,PRD0117,1,Pathetic quality. Waste of money.,Negative,198,33,Beauty
REV004026,PRD0450,3,Decent. Could be better for the price.,Neutral,124,38,Books
REV004027,PRD0224,1,Very disappointed. Not as shown in pictures.,Negative,122,44,Sports
REV004028,PRD0296,2,Pathetic quality. Waste of money.,Negative,144,33,Home & Kitchen
REV004029,PRD0444,5,Works perfectly. Exactly as described.,Positive,54,38,Books
REV004030,PRD0331,4,Very fast delivery and great quality.,Positive,103,37,Beauty
REV004031,PRD0277,2,Fake product. Totally different from description.,Negative,132,49,Home & Kitchen
REV004032,PRD0194,5,Best purchase I made this year.,Positive,29,31,Grocery
REV004033,PRD0448,5,Top quality. Will buy again.,Positive,122,28,Toys
REV004034,PRD0028,4,Works perfectly. Exactly as described.,Positive,101,38,Home & Kitchen
REV004035,PRD0005,5,Top quality. Will buy again.,Positive,98,28,Toys
REV004036,PRD0199,3,Okay product. Average quality.,Neutral,14,30,Books
REV004037,PRD0213,5,Very fast delivery and great quality.,Positive,55,37,Books
REV004038,PRD0445,4,Excellent product! Highly recommended.,Positive,25,38,Toys
REV004039,PRD0382,3,Average experience. Delivery was okay.,Neutral,184,38,Home & Kitchen
REV004040,PRD0083,4,Excellent product! Highly recommended.,Positive,151,38,Toys
REV004041,PRD0181,2,Very disappointed. Not as shown in pictures.,Negative,127,44,Toys
REV004042,PRD0312,5,Excellent product! Highly recommended.,Positive,45,38,Grocery
REV004043,PRD0407,3,Decent. Could be better for the price.,Neutral,47,38,Fashion
REV004044,PRD0188,3,Average experience. Delivery was okay.,Neutral,180,38,Grocery
REV004045,PRD0465,4,Amazing value for money. Love it!,Positive,196,33,Toys
REV004046,PRD0241,4,Amazing value for money. Love it!,Positive,7,33,Books
REV004047,PRD0169,5,Amazing value for money. Love it!,Positive,152,33,Sports
REV004048,PRD0159,5,Excellent product! Highly recommended.,Positive,67,38,Electronics
REV004049,PRD0185,5,Very fast delivery and great quality.,Positive,7,37,Toys
REV004050,PRD0301,4,Amazing value for money. Love it!,Positive,88,33,Fashion
REV004051,PRD0105,4,Top quality. Will buy again.,Positive,168,28,Grocery
REV004052,PRD0366,4,Best purchase I made this year.,Positive,166,31,Grocery
REV004053,PRD0272,5,Works perfectly. Exactly as described.,Positive,141,38,Toys
REV004054,PRD0182,5,Top quality. Will buy again.,Positive,190,28,Electronics
REV004055,PRD0144,2,Fake product. Totally different from description.,Negative,112,49,Books
REV004056,PRD0059,5,Works perfectly. Exactly as described.,Positive,111,38,Grocery
REV004057,PRD0241,4,Top quality. Will buy again.,Positive,30,28,Books
REV004058,PRD0167,4,Best purchase I made this year.,Positive,151,31,Sports
REV004059,PRD0319,3,Okay product. Average quality.,Neutral,67,30,Electronics
REV004060,PRD0207,3,Nothing special but works fine.,Neutral,115,31,Electronics
REV004061,PRD0488,4,Amazing value for money. Love it!,Positive,0,33,Toys
REV004062,PRD0464,4,Amazing value for money. Love it!,Positive,18,33,Toys
REV004063,PRD0114,5,Best purchase I made this year.,Positive,8,31,Fashion
REV004064,PRD0146,5,Excellent product! Highly recommended.,Positive,29,38,Electronics
REV004065,PRD0428,3,Decent. Could be better for the price.,Neutral,188,38,Beauty
REV004066,PRD0279,5,Very fast delivery and great quality.,Positive,193,37,Toys
REV004067,PRD0096,4,Excellent product! Highly recommended.,Positive,195,38,Books
REV004068,PRD0026,5,Works perfectly. Exactly as described.,Positive,26,38,Electronics
REV004069,PRD0137,3,Okay product. Average quality.,Neutral,198,30,Toys
REV004070,PRD0035,4,Very fast delivery and great quality.,Positive,11,37,Grocery
REV004071,PRD0065,4,Best purchase I made this year.,Positive,144,31,Books
REV004072,PRD0020,4,Best purchase I made this year.,Positive,155,31,Books
REV004073,PRD0115,4,Excellent product! Highly recommended.,Positive,168,38,Toys
REV004074,PRD0381,4,Amazing value for money. Love it!,Positive,159,33,Sports
REV004075,PRD0295,5,Works perfectly. Exactly as described.,Positive,77,38,Fashion
REV004076,PRD0465,3,Average experience. Delivery was okay.,Neutral,140,38,Toys
REV004077,PRD0372,5,Amazing value for money. Love it!,Positive,8,33,Fashion
REV004078,PRD0042,4,Works perfectly. Exactly as described.,Positive,143,38,Toys
REV004079,PRD0255,5,Very fast delivery and great quality.,Positive,174,37,Toys
REV004080,PRD0368,5,Very fast delivery and great quality.,Positive,73,37,Beauty
REV004081,PRD0337,4,Very fast delivery and great quality.,Positive,23,37,Electronics
REV004082,PRD0075,4,Amazing value for money. Love it!,Positive,57,33,Toys
REV004083,PRD0365,5,Very fast delivery and great quality.,Positive,115,37,Beauty
REV004084,PRD0085,5,Amazing value for money. Love it!,Positive,74,33,Toys
REV004085,PRD0363,3,Decent. Could be better for the price.,Neutral,4,38,Sports
REV004086,PRD0391,4,Very fast delivery and great quality.,Positive,198,37,Fashion
REV004087,PRD0048,2,Pathetic quality. Waste of money.,Negative,38,33,Grocery
REV004088,PRD0060,4,Best purchase I made this year.,Positive,103,31,Grocery
REV004089,PRD0365,2,Pathetic quality. Waste of money.,Negative,96,33,Beauty
REV004090,PRD0150,5,Top quality. Will buy again.,Positive,80,28,Grocery
REV004091,PRD0308,5,Best purchase I made this year.,Positive,162,31,Fashion
REV004092,PRD0178,2,Fake product. Totally different from description.,Negative,11,49,Books
REV004093,PRD0477,1,Fake product. Totally different from description.,Negative,151,49,Beauty
REV004094,PRD0236,4,Works perfectly. Exactly as described.,Positive,74,38,Fashion
REV004095,PRD0022,4,Top quality. Will buy again.,Positive,58,28,Beauty
REV004096,PRD0180,3,Decent. Could be better for the price.,Neutral,70,38,Electronics
REV004097,PRD0332,4,Excellent product! Highly recommended.,Positive,44,38,Fashion
REV004098,PRD0249,5,Top quality. Will buy again.,Positive,187,28,Grocery
REV004099,PRD0151,4,Amazing value for money. Love it!,Positive,57,33,Electronics
REV004100,PRD0276,5,Works perfectly. Exactly as described.,Positive,82,38,Toys
REV004101,PRD0290,4,Top quality. Will buy again.,Positive,108,28,Electronics
REV004102,PRD0106,5,Top quality. Will buy again.,Positive,100,28,Toys
REV004103,PRD0372,2,Fake product. Totally different from description.,Negative,39,49,Fashion
REV004104,PRD0062,5,Works perfectly. Exactly as described.,Positive,14,38,Fashion
REV004105,PRD0257,4,Amazing value for money. Love it!,Positive,188,33,Home & Kitchen
REV004106,PRD0271,1,Product stopped working after 2 days.,Negative,57,37,Toys
REV004107,PRD0414,5,Excellent product! Highly recommended.,Positive,99,38,Toys
REV004108,PRD0010,4,Very fast delivery and great quality.,Positive,191,37,Books
REV004109,PRD0144,2,Pathetic quality. Waste of money.,Negative,5,33,Books
REV004110,PRD0017,5,Top quality. Will buy again.,Positive,140,28,Electronics
REV004111,PRD0370,5,Top quality. Will buy again.,Positive,111,28,Toys
REV004112,PRD0057,5,Works perfectly. Exactly as described.,Positive,134,38,Beauty
REV004113,PRD0033,2,Product stopped working after 2 days.,Negative,122,37,Sports
REV004114,PRD0280,1,Worst product ever. Do not buy.,Negative,115,31,Grocery
REV004115,PRD0045,4,Best purchase I made this year.,Positive,93,31,Fashion
REV004116,PRD0216,3,Okay product. Average quality.,Neutral,48,30,Sports
REV004117,PRD0137,3,Okay product. Average quality.,Neutral,189,30,Toys
REV004118,PRD0056,3,Okay product. Average quality.,Neutral,4,30,Electronics
REV004119,PRD0246,4,Top quality. Will buy again.,Positive,98,28,Books
REV004120,PRD0431,5,Very fast delivery and great quality.,Positive,28,37,Grocery
REV004121,PRD0116,4,Top quality. Will buy again.,Positive,82,28,Beauty
REV004122,PRD0084,3,Nothing special but works fine.,Neutral,109,31,Beauty
REV004123,PRD0322,5,Amazing value for money. Love it!,Positive,11,33,Grocery
REV004124,PRD0137,3,Average experience. Delivery was okay.,Neutral,21,38,Toys
REV004125,PRD0311,5,Very fast delivery and great quality.,Positive,145,37,Toys
REV004126,PRD0327,4,Top quality. Will buy again.,Positive,97,28,Electronics
REV004127,PRD0305,2,Defective item received. No proper support.,Negative,55,43,Sports
REV004128,PRD0317,1,Worst product ever. Do not buy.,Negative,194,31,Toys
REV004129,PRD0001,4,Very fast delivery and great quality.,Positive,56,37,Grocery
REV004130,PRD0015,5,Excellent product! Highly recommended.,Positive,72,38,Fashion
REV004131,PRD0020,4,Works perfectly. Exactly as described.,Positive,12,38,Books
